,betrayal,victim_msgs,betrayer_msgs,victim_sentences,betrayer_sentences,victim_words,betrayer_words,victim_words_per_msg,betrayer_words_per_msg,victim_reqs,betrayer_reqs,victim_avg_polite,betrayer_avg_polite,victim_neg_perc,victim_neu_perc,victim_pos_perc,betrayer_neg_perc,betrayer_neu_perc,betrayer_pos_perc,victim_country,betrayer_country
10,True,2,5,26,17,286,209,143.0,41.8,8,10,1.4415382658012876,0.5649960624612375,0.4230769230769231,0.4230769230769231,0.15384615384615385,0.5294117647058824,0.35294117647058826,0.11764705882352941,0.8333333333333334,0.6666666666666666
11,False,1,5,34,8,547,147,547.0,29.4,13,4,4.224615190259431,0.5241240142944392,0.5588235294117647,0.29411764705882354,0.14705882352941177,0.75,0.125,0.125,0.3333333333333333,0.8333333333333334
12,False,1,32,71,222,834,2741,834.0,85.65625,32,106,8.77544592123848,0.5777851554394001,0.6056338028169014,0.2535211267605634,0.14084507042253522,0.4864864864864865,0.36936936936936937,0.14414414414414414,0.3333333333333333,0.8333333333333334
13,True,1,2,71,4,1427,57,1427.0,28.5,35,2,4.16435694660401,0.6919852374209241,0.647887323943662,0.16901408450704225,0.18309859154929578,0.5,0.0,0.5,0.5,0.8333333333333334
14,False,1,15,269,147,3405,2016,3405.0,134.4,114,71,14.319973609638518,0.7019057856919285,0.5055762081784386,0.30111524163568776,0.19330855018587362,0.48299319727891155,0.2108843537414966,0.30612244897959184,0.3333333333333333,0.8333333333333334
15,False,1,4,20,26,389,501,389.0,125.25,13,16,5.164515461284781,0.6526959396716928,0.65,0.2,0.15,0.46153846153846156,0.2692307692307692,0.2692307692307692,0.16666666666666666,0.3333333333333333
16,True,1,2,10,5,135,50,135.0,25.0,5,2,2.269604946998836,0.6577429226978191,0.4,0.5,0.1,0.4,0.4,0.2,0.0,0.3333333333333333
17,True,1,18,31,102,440,994,440.0,55.22222222222222,17,57,9.449386102481151,0.7522404127976402,0.5806451612903226,0.2903225806451613,0.12903225806451613,0.3333333333333333,0.47058823529411764,0.19607843137254902,0.8333333333333334,1.0
18,True,1,10,26,70,402,1280,402.0,128.0,16,39,4.249644217440857,0.7996818033930353,0.5769230769230769,0.2692307692307692,0.15384615384615385,0.6,0.24285714285714285,0.15714285714285714,1.0,0.8333333333333334
19,False,1,9,23,21,265,252,265.0,28.0,16,10,2.700832251682767,0.7654512192561049,0.4782608695652174,0.34782608695652173,0.17391304347826086,0.6190476190476191,0.14285714285714285,0.23809523809523808,0.16666666666666666,0.3333333333333333
20,True,2,9,94,96,1297,1221,648.5,135.66666666666666,57,34,2.515089011929307,0.7759767388390553,0.5,0.2765957446808511,0.22340425531914893,0.4895833333333333,0.3125,0.19791666666666666,0.0,1.0
21,True,1,7,29,49,215,623,215.0,89.0,10,23,3.5168427343838053,0.820023157960749,0.27586206896551724,0.6896551724137931,0.034482758620689655,0.5102040816326531,0.2653061224489796,0.22448979591836735,0.5,0.6666666666666666
22,True,2,4,58,18,818,282,409.0,70.5,26,9,2.1455530137450767,0.4818146489954722,0.5172413793103449,0.25862068965517243,0.22413793103448276,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.0,0.5
23,False,2,7,51,26,827,392,413.5,56.0,26,13,3.123084661755299,0.7326738846071871,0.5294117647058824,0.3333333333333333,0.13725490196078433,0.46153846153846156,0.19230769230769232,0.34615384615384615,0.16666666666666666,0.6666666666666666
24,True,1,1,110,1,1668,3,1668.0,3.0,64,0,8.14215967795718,0.357314697105144,0.5909090909090909,0.3090909090909091,0.1,0.0,1.0,0.0,0.6666666666666666,1.0
25,False,2,9,67,47,737,622,368.5,69.11111111111111,22,17,4.711011711112089,0.8633339668722537,0.31343283582089554,0.5671641791044776,0.11940298507462686,0.46808510638297873,0.425531914893617,0.10638297872340426,0.3333333333333333,0.6666666666666666
26,True,2,18,43,73,635,1066,317.5,59.22222222222222,29,32,3.2453399259642643,0.6683441082751818,0.46511627906976744,0.27906976744186046,0.2558139534883721,0.4931506849315068,0.3013698630136986,0.2054794520547945,1.0,0.6666666666666666
27,True,2,4,8,12,99,127,49.5,31.75,2,3,0.787762716021007,0.5162472188497891,0.625,0.375,0.0,0.5,0.3333333333333333,0.16666666666666666,1.0,0.6666666666666666
28,True,3,11,78,50,1051,595,350.3333333333333,54.09090909090909,30,25,2.8232222331775616,0.5537085249816989,0.5512820512820513,0.3717948717948718,0.07692307692307693,0.44,0.36,0.2,0.3333333333333333,0.8333333333333334
29,False,1,4,39,22,631,334,631.0,83.5,22,5,4.805512499327181,0.4594428746959788,0.6923076923076923,0.1794871794871795,0.1282051282051282,0.6818181818181818,0.22727272727272727,0.09090909090909091,0.16666666666666666,0.3333333333333333
30,False,2,9,49,64,454,1200,227.0,133.33333333333334,16,38,3.5178793094936287,0.792303466888125,0.3673469387755102,0.3469387755102041,0.2857142857142857,0.6875,0.125,0.1875,0.16666666666666666,0.3333333333333333
31,False,1,12,58,90,1004,1295,1004.0,107.91666666666667,36,35,5.3562710559719395,0.5343417798885064,0.46551724137931033,0.4827586206896552,0.05172413793103448,0.5111111111111111,0.3,0.18888888888888888,0.16666666666666666,0.3333333333333333
32,False,1,4,9,17,149,193,149.0,48.25,8,10,3.3462930213701143,0.661430205256881,0.2222222222222222,0.6666666666666666,0.1111111111111111,0.5294117647058824,0.35294117647058826,0.11764705882352941,0.16666666666666666,0.8333333333333334
33,False,2,10,91,36,1815,691,907.5,69.1,48,17,4.0731632172135654,0.6568451093834827,0.7472527472527473,0.15384615384615385,0.0989010989010989,0.5277777777777778,0.25,0.2222222222222222,0.16666666666666666,0.5
34,True,2,8,31,65,411,908,205.5,113.5,21,25,1.8842258604445126,0.7446823783748543,0.4838709677419355,0.41935483870967744,0.0967741935483871,0.4307692307692308,0.23076923076923078,0.3384615384615385,0.5,0.3333333333333333
35,False,1,12,41,88,449,1102,449.0,91.83333333333333,24,40,7.250802028771889,0.7875545463938511,0.43902439024390244,0.34146341463414637,0.21951219512195122,0.5,0.3977272727272727,0.10227272727272728,0.3333333333333333,1.0
36,True,1,6,45,39,558,528,558.0,88.0,27,19,5.00157825994229,0.6860689867911768,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.4358974358974359,0.4358974358974359,0.1282051282051282,0.0,0.5
37,False,2,8,27,30,267,298,133.5,37.25,11,7,2.40965294230864,0.7679224026910371,0.4074074074074074,0.4444444444444444,0.14814814814814814,0.26666666666666666,0.5666666666666667,0.16666666666666666,0.3333333333333333,0.5
38,True,2,2,43,14,748,131,374.0,65.5,27,7,3.089415854495665,0.8199739631406191,0.4883720930232558,0.3488372093023256,0.16279069767441862,0.42857142857142855,0.5,0.07142857142857142,0.6666666666666666,0.3333333333333333
39,True,1,18,145,79,2033,1265,2033.0,70.27777777777777,70,34,13.195534274201869,0.5878206881874131,0.5241379310344828,0.3310344827586207,0.14482758620689656,0.5443037974683544,0.26582278481012656,0.189873417721519,0.6666666666666666,0.3333333333333333
40,True,1,9,5,50,56,579,56.0,64.33333333333333,1,21,1.5873534045429882,0.6062699325620841,0.4,0.4,0.2,0.58,0.34,0.08,1.0,0.6666666666666666
41,True,3,4,20,17,199,229,66.33333333333333,57.25,6,8,0.8069616460779532,0.7854305841683651,0.25,0.55,0.2,0.47058823529411764,0.17647058823529413,0.35294117647058826,0.6666666666666666,0.3333333333333333
42,False,4,92,423,497,6606,6897,1651.5,74.96739130434783,206,259,11.673027383700505,0.4470922479749819,0.4657210401891253,0.36879432624113473,0.16548463356973994,0.4346076458752515,0.42857142857142855,0.13682092555331993,0.6666666666666666,1.0
43,False,2,19,34,90,636,1475,318.0,77.63157894736842,17,54,3.2850389136840077,0.7452009956855667,0.7058823529411765,0.08823529411764706,0.20588235294117646,0.5555555555555556,0.1111111111111111,0.3333333333333333,0.0,0.16666666666666666
44,True,2,7,17,27,194,370,97.0,52.857142857142854,7,16,0.9214438596757781,0.5924205555951819,0.35294117647058826,0.5294117647058824,0.11764705882352941,0.6296296296296297,0.18518518518518517,0.18518518518518517,0.3333333333333333,0.0
45,False,1,2,2,8,26,123,26.0,61.5,1,3,0.587183990227473,0.563539183171744,0.5,0.5,0.0,0.5,0.25,0.25,0.3333333333333333,0.6666666666666666
46,True,1,8,35,16,483,161,483.0,20.125,20,6,5.190671422755035,0.5434782517682193,0.5428571428571428,0.2857142857142857,0.17142857142857143,0.3125,0.3125,0.375,1.0,0.0
47,True,0,15,0,78,0,816,0.0,54.4,0,34,0.0,0.5836178108146604,0.0,0.0,0.0,0.3717948717948718,0.44871794871794873,0.1794871794871795,0.3333333333333333,0.16666666666666666
48,True,3,9,11,32,176,458,58.666666666666664,50.888888888888886,0,3,0.9345564536488101,0.3614682568813119,0.6363636363636364,0.36363636363636365,0.0,0.71875,0.28125,0.0,0.8333333333333334,1.0
49,True,1,9,33,44,726,989,726.0,109.88888888888889,19,18,5.366278069293558,0.6806055153742546,0.6666666666666666,0.18181818181818182,0.15151515151515152,0.6818181818181818,0.20454545454545456,0.11363636363636363,0.5,0.3333333333333333
50,False,3,23,23,134,453,2006,151.0,87.21739130434783,14,86,2.323898155892976,0.7905840571312974,0.5652173913043478,0.08695652173913043,0.34782608695652173,0.5373134328358209,0.34328358208955223,0.11940298507462686,0.0,0.6666666666666666
51,True,1,0,45,0,651,0,651.0,0.0,18,0,2.8115523472880994,0.0,0.4666666666666667,0.3111111111111111,0.2222222222222222,0.0,0.0,0.0,0.16666666666666666,0.8333333333333334
52,False,1,6,2,28,22,261,22.0,43.5,1,8,0.544439102466033,0.7198824610685589,0.0,1.0,0.0,0.42857142857142855,0.4642857142857143,0.10714285714285714,0.6666666666666666,1.0
53,True,3,14,138,131,1988,2448,662.6666666666666,174.85714285714286,52,77,3.327007829107625,0.6053595571825395,0.5797101449275363,0.3188405797101449,0.10144927536231885,0.6259541984732825,0.21374045801526717,0.16030534351145037,0.3333333333333333,1.0
54,False,2,19,41,169,604,2894,302.0,152.31578947368422,26,82,4.823589934721574,0.7219692818470286,0.5365853658536586,0.1951219512195122,0.2682926829268293,0.4260355029585799,0.2603550295857988,0.3136094674556213,0.0,0.6666666666666666
55,False,1,18,70,109,1271,1503,1271.0,83.5,41,44,13.158730208360533,0.766108905527837,0.5857142857142857,0.24285714285714285,0.17142857142857143,0.42201834862385323,0.45871559633027525,0.11926605504587157,0.3333333333333333,0.5
56,False,3,8,46,88,873,1214,291.0,151.75,31,53,1.8886416266397672,0.6103840540929395,0.5869565217391305,0.2608695652173913,0.15217391304347827,0.5454545454545454,0.32954545454545453,0.125,0.3333333333333333,0.8333333333333334
57,False,3,13,102,80,1261,1370,420.3333333333333,105.38461538461539,39,40,3.7579966660094013,0.7240577112163533,0.43137254901960786,0.4215686274509804,0.14705882352941177,0.5375,0.1375,0.325,0.16666666666666666,0.8333333333333334
58,True,4,13,64,69,1018,925,254.5,71.15384615384616,39,38,2.439882375026692,0.6237168209258681,0.671875,0.171875,0.15625,0.391304347826087,0.4057971014492754,0.2028985507246377,1.0,0.0
59,True,3,15,105,70,1300,935,433.3333333333333,62.333333333333336,54,31,6.1531795555568385,0.7775467391461889,0.5238095238095238,0.3238095238095238,0.1523809523809524,0.4142857142857143,0.37142857142857144,0.21428571428571427,0.0,0.6666666666666666
60,False,2,4,12,13,127,133,63.5,33.25,6,8,1.022975724891612,0.6010139441769293,0.5833333333333334,0.4166666666666667,0.0,0.38461538461538464,0.38461538461538464,0.23076923076923078,0.16666666666666666,0.6666666666666666
61,False,1,17,33,58,301,884,301.0,52.0,13,31,5.8655222428780105,0.7273426853681878,0.5151515151515151,0.42424242424242425,0.06060606060606061,0.6206896551724138,0.15517241379310345,0.22413793103448276,0.3333333333333333,0.6666666666666666
62,True,2,33,318,241,6034,2855,3017.0,86.51515151515152,139,115,12.932547074078691,0.6734948759823433,0.5094339622641509,0.2578616352201258,0.23270440251572327,0.43568464730290457,0.3651452282157676,0.1991701244813278,0.0,1.0
63,True,2,36,674,246,14834,4849,7417.0,134.69444444444446,365,145,18.345803035102385,0.7647589945075848,0.6320474777448071,0.20474777448071216,0.1632047477744807,0.5813008130081301,0.2073170731707317,0.21138211382113822,0.8333333333333334,0.5
64,False,1,2,26,5,512,70,512.0,35.0,14,0,2.3065509189567663,0.6677123336250625,0.7307692307692307,0.15384615384615385,0.11538461538461539,0.4,0.6,0.0,0.5,1.0
65,False,0,1,0,4,0,49,0.0,49.0,0,1,0.0,0.38173271955973404,0.0,0.0,0.0,0.75,0.0,0.25,0.6666666666666666,1.0
66,True,1,5,8,9,84,116,84.0,23.2,5,6,1.6867846787980951,0.6275638415046607,0.625,0.125,0.25,0.6666666666666666,0.3333333333333333,0.0,0.16666666666666666,0.5
67,False,2,11,19,97,362,1177,181.0,107.0,9,36,1.3065720295669996,0.6226321898288024,0.5789473684210527,0.3157894736842105,0.10526315789473684,0.5670103092783505,0.23711340206185566,0.1958762886597938,0.5,0.6666666666666666
68,False,1,6,15,16,176,237,176.0,39.5,6,8,2.3415706717626836,0.5776472384239364,0.4666666666666667,0.3333333333333333,0.2,0.4375,0.4375,0.125,0.16666666666666666,0.8333333333333334
69,True,3,29,148,289,2329,5105,776.3333333333334,176.0344827586207,72,177,5.200675710511412,0.758526426375547,0.5540540540540541,0.31756756756756754,0.12837837837837837,0.5570934256055363,0.2768166089965398,0.16608996539792387,0.6666666666666666,1.0
70,False,1,1,4,1,22,3,22.0,3.0,2,0,0.505079209566209,0.384264010342702,0.25,0.5,0.25,0.0,1.0,0.0,0.5,0.8333333333333334
71,False,1,14,22,44,494,1192,494.0,85.14285714285714,10,15,3.2707963975870027,0.4288018627914549,0.6818181818181818,0.22727272727272727,0.09090909090909091,0.6818181818181818,0.22727272727272727,0.09090909090909091,0.0,0.6666666666666666
72,False,1,6,40,24,452,261,452.0,43.5,13,9,4.799051678243205,0.5927657804014372,0.4,0.425,0.175,0.4166666666666667,0.375,0.20833333333333334,0.16666666666666666,0.3333333333333333
73,False,2,6,53,54,631,829,315.5,138.16666666666666,24,36,3.6181895310682783,0.7321458737558596,0.4716981132075472,0.39622641509433965,0.1320754716981132,0.6111111111111112,0.2222222222222222,0.16666666666666666,0.3333333333333333,1.0
74,True,3,7,38,44,377,535,125.66666666666667,76.42857142857143,14,26,1.6594238233135232,0.7159265373845507,0.2894736842105263,0.6052631578947368,0.10526315789473684,0.36363636363636365,0.45454545454545453,0.18181818181818182,0.6666666666666666,0.16666666666666666
75,False,1,3,20,4,229,35,229.0,11.666666666666666,11,3,3.5361071278543337,0.43601524059679475,0.55,0.35,0.1,1.0,0.0,0.0,0.8333333333333334,1.0
76,True,2,9,105,64,1591,640,795.5,71.11111111111111,64,23,4.96066095592063,0.6956509527243115,0.49523809523809526,0.24761904761904763,0.2571428571428571,0.390625,0.4375,0.171875,0.6666666666666666,0.0
77,True,2,10,74,58,1294,736,647.0,73.6,37,20,3.636994955575693,0.7366382763533976,0.581081081081081,0.25675675675675674,0.16216216216216217,0.5172413793103449,0.3620689655172414,0.1206896551724138,0.3333333333333333,0.16666666666666666
78,False,3,20,34,108,423,1264,141.0,63.2,14,62,2.8051768852342818,0.6021958899833988,0.47058823529411764,0.4117647058823529,0.11764705882352941,0.42592592592592593,0.3333333333333333,0.24074074074074073,0.6666666666666666,1.0
79,False,1,9,32,41,374,692,374.0,76.88888888888889,13,25,4.654545475442479,0.7141905899026965,0.53125,0.46875,0.0,0.6341463414634146,0.2926829268292683,0.07317073170731707,0.16666666666666666,0.3333333333333333
80,True,1,0,2,0,19,0,19.0,0.0,1,0,0.646714134960193,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.6666666666666666,1.0
81,True,2,8,9,48,199,499,99.5,62.375,4,18,1.208421906902192,0.7618150004709847,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.2916666666666667,0.5625,0.14583333333333334,0.5,1.0
82,False,2,2,17,4,112,46,56.0,23.0,4,1,1.566134978195022,0.383947504641036,0.4117647058823529,0.5882352941176471,0.0,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666
83,False,4,10,109,82,1526,1147,381.5,114.7,38,50,2.412159519170523,0.600556229335751,0.5688073394495413,0.23853211009174313,0.1926605504587156,0.45121951219512196,0.4268292682926829,0.12195121951219512,0.5,0.8333333333333334
84,True,3,9,18,30,174,465,58.0,51.666666666666664,4,13,1.558646740381719,0.6030464802269249,0.3888888888888889,0.5,0.1111111111111111,0.4,0.3333333333333333,0.26666666666666666,1.0,0.6666666666666666
85,True,2,8,46,62,501,644,250.5,80.5,25,20,4.100878771898928,0.7056507544916714,0.43478260869565216,0.2826086956521739,0.2826086956521739,0.4838709677419355,0.3225806451612903,0.1935483870967742,0.6666666666666666,0.5
86,True,1,16,98,109,1186,1436,1186.0,89.75,36,60,8.342635664914564,0.6453480569744102,0.4489795918367347,0.3877551020408163,0.16326530612244897,0.44954128440366975,0.3486238532110092,0.2018348623853211,0.8333333333333334,0.5
87,True,2,9,19,18,163,158,81.5,17.555555555555557,11,8,1.7556738930624585,0.637336559178261,0.42105263157894735,0.47368421052631576,0.10526315789473684,0.3888888888888889,0.4444444444444444,0.16666666666666666,0.6666666666666666,0.5
88,False,1,8,89,45,1259,620,1259.0,77.5,56,24,5.0371868507575694,0.7325006808283605,0.47191011235955055,0.38202247191011235,0.14606741573033707,0.4222222222222222,0.4666666666666667,0.1111111111111111,0.3333333333333333,0.5
89,True,3,14,22,42,249,347,83.0,24.785714285714285,7,16,1.8800258494650353,0.5113922694055894,0.45454545454545453,0.36363636363636365,0.18181818181818182,0.21428571428571427,0.6904761904761905,0.09523809523809523,0.3333333333333333,0.16666666666666666
90,False,0,1,0,1,0,12,0.0,12.0,0,1,0.0,0.614046882028449,0.0,0.0,0.0,0.0,1.0,0.0,0.8333333333333334,1.0
91,False,1,20,78,73,1180,1063,1180.0,53.15,40,34,10.730173552540492,0.5721195015109763,0.6282051282051282,0.16666666666666666,0.20512820512820512,0.6575342465753424,0.2602739726027397,0.0821917808219178,0.16666666666666666,0.5
92,True,1,16,14,45,127,496,127.0,31.0,5,26,4.658479950548163,0.5901517448122424,0.42857142857142855,0.35714285714285715,0.21428571428571427,0.4888888888888889,0.37777777777777777,0.13333333333333333,0.0,0.8333333333333334
93,False,1,13,23,30,265,221,265.0,17.0,13,10,7.148959485314565,0.5450392493352998,0.391304347826087,0.2608695652173913,0.34782608695652173,0.3,0.6333333333333333,0.06666666666666667,0.0,0.5
94,True,4,10,42,22,347,249,86.75,24.9,16,7,1.7898729429195626,0.5640077548395107,0.21428571428571427,0.6904761904761905,0.09523809523809523,0.45454545454545453,0.36363636363636365,0.18181818181818182,0.16666666666666666,0.3333333333333333
95,True,2,27,225,159,3907,2181,1953.5,80.77777777777777,130,70,9.301812272386396,0.6911309227406077,0.56,0.23555555555555555,0.20444444444444446,0.46540880503144655,0.36477987421383645,0.16981132075471697,1.0,0.8333333333333334
96,True,1,20,161,136,3637,2022,3637.0,101.1,95,63,12.699140554473585,0.8766344295624426,0.5714285714285714,0.2236024844720497,0.20496894409937888,0.5588235294117647,0.17647058823529413,0.2647058823529412,0.8333333333333334,0.5
97,False,1,4,3,26,66,339,66.0,84.75,2,14,1.693708717850509,0.6077750784045876,1.0,0.0,0.0,0.6153846153846154,0.34615384615384615,0.038461538461538464,0.6666666666666666,1.0
98,False,2,13,42,57,419,687,209.5,52.84615384615385,22,24,3.517060378580709,0.7149246723549716,0.40476190476190477,0.4523809523809524,0.14285714285714285,0.5789473684210527,0.2807017543859649,0.14035087719298245,0.5,0.6666666666666666
99,True,1,2,9,9,102,91,102.0,45.5,5,1,2.0486267102473663,0.5091321756043996,0.1111111111111111,0.7777777777777778,0.1111111111111111,0.2222222222222222,0.4444444444444444,0.3333333333333333,0.8333333333333334,0.0
100,True,1,2,5,4,116,71,116.0,35.5,4,3,0.8260384320760941,0.3014239730044965,0.8,0.2,0.0,1.0,0.0,0.0,0.5,0.16666666666666666
101,True,3,6,146,37,2004,572,668.0,95.33333333333333,56,19,0.7099943085604922,0.7371829577516863,0.5,0.3287671232876712,0.17123287671232876,0.5135135135135135,0.32432432432432434,0.16216216216216217,1.0,0.6666666666666666
102,False,3,7,47,75,657,1302,219.0,186.0,28,30,1.6164633710302878,0.7651053983660621,0.574468085106383,0.23404255319148937,0.19148936170212766,0.6266666666666667,0.30666666666666664,0.06666666666666667,0.16666666666666666,0.8333333333333334
103,True,2,1,6,2,86,26,43.0,26.0,4,1,1.015469727263645,0.724043166572898,0.16666666666666666,0.3333333333333333,0.5,1.0,0.0,0.0,0.5,0.3333333333333333
104,True,1,4,24,37,250,455,250.0,113.75,10,27,4.252886362702493,0.8511186724012259,0.20833333333333334,0.5833333333333334,0.20833333333333334,0.5135135135135135,0.35135135135135137,0.13513513513513514,0.3333333333333333,0.6666666666666666
105,False,5,17,116,80,2118,1263,423.6,74.29411764705883,75,43,4.04884943050208,0.7102840278977823,0.646551724137931,0.1896551724137931,0.16379310344827586,0.575,0.2625,0.1625,0.16666666666666666,0.5
106,False,2,3,16,10,204,140,102.0,46.666666666666664,5,7,1.7704480655744148,0.6842261530246151,0.4375,0.5,0.0625,0.6,0.3,0.1,0.6666666666666666,0.8333333333333334
107,True,1,3,2,6,26,86,26.0,28.666666666666668,1,4,0.724043166572898,0.6769798181757634,1.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.5,0.3333333333333333,0.5
108,False,1,10,28,33,250,553,250.0,55.3,8,21,7.713915048748822,0.6552344726523791,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.36363636363636365,0.3333333333333333,0.30303030303030304,0.16666666666666666,0.8333333333333334
109,True,1,12,56,75,811,1048,811.0,87.33333333333333,34,51,8.158196829055525,0.7609489078262123,0.4642857142857143,0.2857142857142857,0.25,0.48,0.36,0.16,0.0,1.0
110,False,1,23,86,97,1234,1773,1234.0,77.08695652173913,48,54,12.352440112043809,0.7564404426694833,0.4418604651162791,0.3488372093023256,0.20930232558139536,0.5567010309278351,0.12371134020618557,0.31958762886597936,0.0,0.3333333333333333
111,False,3,0,9,0,108,0,36.0,0.0,5,0,0.35968562417420075,0.0,0.4444444444444444,0.5555555555555556,0.0,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333
112,False,1,4,28,10,367,95,367.0,23.75,16,3,3.486199266419346,0.6651046950114401,0.5357142857142857,0.2857142857142857,0.17857142857142858,0.4,0.3,0.3,0.0,0.8333333333333334
113,False,2,2,41,2,541,17,270.5,8.5,24,2,1.890992569274366,0.39206939446912403,0.34146341463414637,0.5853658536585366,0.07317073170731707,0.0,1.0,0.0,0.6666666666666666,1.0
114,False,1,11,23,90,378,1213,378.0,110.27272727272727,11,39,3.235936446764076,0.6084699695662813,0.43478260869565216,0.4782608695652174,0.08695652173913043,0.5111111111111111,0.25555555555555554,0.23333333333333334,0.3333333333333333,1.0
115,True,1,12,6,62,101,999,101.0,83.25,3,30,2.179958618998136,0.8493101613616729,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.25806451612903225,0.24193548387096775,0.8333333333333334,1.0
116,True,5,17,66,93,766,1214,153.2,71.41176470588235,24,34,1.7690524483906067,0.7206946011594608,0.30303030303030304,0.4090909090909091,0.2878787878787879,0.4731182795698925,0.34408602150537637,0.1827956989247312,0.0,1.0
117,True,3,13,64,105,640,1591,213.33333333333334,122.38461538461539,23,64,2.0869528581729346,0.7631786086031739,0.390625,0.4375,0.171875,0.49523809523809526,0.24761904761904763,0.2571428571428571,0.0,0.6666666666666666
118,True,4,16,186,115,3432,2180,858.0,136.25,90,63,3.737191516731591,0.6639034573781946,0.543010752688172,0.3064516129032258,0.15053763440860216,0.5130434782608696,0.17391304347826086,0.3130434782608696,0.8333333333333334,1.0
119,True,1,18,55,91,553,1024,553.0,56.888888888888886,14,38,5.668343507756228,0.5934094508215716,0.41818181818181815,0.43636363636363634,0.14545454545454545,0.5054945054945055,0.3516483516483517,0.14285714285714285,0.16666666666666666,0.3333333333333333
120,False,2,12,99,87,1991,1100,995.5,91.66666666666667,36,43,2.158045037092489,0.5268008448056777,0.5252525252525253,0.24242424242424243,0.23232323232323232,0.5747126436781609,0.3333333333333333,0.09195402298850575,0.0,1.0
121,True,1,2,2,5,5,41,5.0,20.5,0,3,0.49105122109104304,0.6196963093940321,0.0,0.5,0.5,0.4,0.2,0.4,0.5,0.16666666666666666
122,False,1,15,141,70,2121,784,2121.0,52.266666666666666,72,26,14.042227711065186,0.6788278485019742,0.46808510638297873,0.3829787234042553,0.14893617021276595,0.42857142857142855,0.4,0.17142857142857143,0.16666666666666666,0.3333333333333333
123,False,4,8,97,72,1683,1203,420.75,150.375,53,39,2.6431200723230637,0.730191389030402,0.5154639175257731,0.3402061855670103,0.14432989690721648,0.5972222222222222,0.2777777777777778,0.125,0.0,0.6666666666666666
124,True,1,5,2,12,41,162,41.0,32.4,2,9,0.8311691078018542,0.5011710842857602,1.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.5
125,True,1,4,15,7,158,61,158.0,15.25,14,6,4.616635717293887,0.4825121213154102,0.26666666666666666,0.6,0.13333333333333333,0.0,0.7142857142857143,0.2857142857142857,0.0,1.0
126,False,2,14,60,64,770,720,385.0,51.42857142857143,30,18,4.993690519603656,0.6554347765129659,0.43333333333333335,0.4666666666666667,0.1,0.4375,0.359375,0.203125,0.0,0.3333333333333333
